IP,Latitude,Longitude,PostCode,City,State,Country
58.173.2.1,-33.75,151.15,2073.0,Pymble,NSW,AU
58.173.4.1,-33.7333,151.1667,2075.0,Saint Ives,NSW,AU
58.173.6.1,-33.8328,151.1898,2065.0,Wollstonecraft,NSW,AU
58.173.13.1,-33.7667,151.1333,2073.0,Pymble,NSW,AU
58.173.18.1,-33.817,151.2008,2065.0,Naremburn,NSW,AU
58.173.23.1,-33.7131,151.1464,2074.0,Turramurra,NSW,AU
58.173.29.1,-33.7167,151.15,2074.0,North Turramurra,NSW,AU
58.173.40.1,-33.7553,151.1512,2072.0,Gordon,NSW,AU
58.173.64.1,-33.7828,150.7968,2760.0,Colyton,NSW,AU
58.173.72.1,-33.9041,151.1395,2203.0,Dulwich Hill,NSW,AU
58.173.81.1,-33.7333,151.1,2076.0,Normanhurst,NSW,AU
58.173.83.1,-33.8667,151.1833,2041.0,Balmain,NSW,AU
58.173.94.1,-33.7482,150.8927,2148.0,Marayong,NSW,AU
58.173.96.1,-33.8688,151.2706,2029.0,Rose Bay,NSW,AU
58.173.97.1,-33.7833,151.05,2118.0,Carlingford,NSW,AU
58.173.99.1,-33.7928,151.0386,2117.0,Telopea,NSW,AU
58.173.106.1,-33.879,150.9995,2162.0,Chester Hill,NSW,AU
58.173.123.1,-33.7,151.1,1635.0,Hornsby,NSW,AU
58.173.141.1,-33.8674,151.1291,2046.0,Five Dock,NSW,AU
58.173.144.1,-33.796,151.0974,2112.0,Denistone East,NSW,AU
58.173.148.1,-33.7983,151.0905,2114.0,Denistone,NSW,AU
58.173.149.1,-33.7495,151.0648,2119.0,Beecroft,NSW,AU
58.173.195.1,-33.8589,151.1411,2046.0,Russell Lea,NSW,AU
58.173.212.1,-33.8972,151.1488,2049.0,Petersham,NSW,AU
58.173.240.1,-33.8582,151.1309,2046.0,Wareemba,NSW,AU
58.174.10.1,-34.8209,138.6611,5093.0,Para Vista,SA,AU
58.174.13.1,-34.8336,138.491,5016.0,Peterhead,SA,AU
58.174.24.1,-12.5231,131.0415,839.0,Coolalinga,NT,AU
58.174.34.1,-34.8368,138.4979,5015.0,Semaphore,SA,AU
58.174.36.1,-34.872,138.5197,5014.0,Cheltenham,SA,AU
58.174.42.1,-35.0214,138.6143,5051.0,Blackwood,SA,AU
58.174.50.1,-34.8333,138.4833,5019.0,Largs Bay,SA,AU
58.174.54.1,-34.8589,138.5966,5084.0,Adelaide,SA,AU
58.174.63.1,-35.05,138.6167,5051.0,Craigburn Farm,SA,AU
58.174.86.1,-34.9868,138.6421,5062.0,Clapham,SA,AU
58.174.93.1,-34.9977,138.6208,5052.0,Belair,SA,AU
58.174.98.1,-34.8873,138.6122,5081.0,Medindie,SA,AU
58.174.99.1,-34.852,138.5216,5013.0,Rosewater,SA,AU
58.174.139.1,-34.9863,138.5975,5041.0,Colonel Light Gardens,SA,AU
58.174.140.1,-35.1821,138.5014,5168.0,Noarlunga,SA,AU
58.174.187.1,-34.8833,138.5833,5082.0,Prospect,SA,AU
58.174.195.1,-34.5333,138.9667,5352.0,Tanunda,SA,AU
58.174.201.1,-34.641,138.6461,5117.0,Angle Vale,SA,AU
58.174.205.1,-34.6757,138.7101,5114.0,Blakeview,SA,AU
58.174.240.1,-33.189,138.0451,5540.0,Port Pirie,SA,AU
58.174.241.1,-23.735,133.8548,870.0,Alice Springs,NT,AU
58.174.243.1,-35.1024,138.5629,5162.0,Woodcroft,SA,AU
58.175.24.1,-38.0291,145.1027,3195.0,Aspendale,VIC,AU
58.175.48.1,-37.5167,144.4833,3437.0,Bullengarook,VIC,AU
58.175.84.1,-34.8355,138.7232,5091.0,Vista,SA,AU
58.175.103.1,-35.0792,138.5146,5158.0,Hallett Cove,SA,AU
58.175.109.1,-34.8006,138.6067,5107.0,Green Fields,SA,AU
58.175.216.1,-37.5774,144.7261,3429.0,Sunbury,VIC,AU
60.224.0.1,-37.9833,145.0667,3194.0,Mentone,VIC,AU
60.224.11.1,-37.9694,145.0481,3192.0,Cheltenham,VIC,AU
60.224.40.1,-37.7167,145.0833,3087.0,Watsonia,VIC,AU
60.224.65.1,-37.8511,144.9932,3181.0,Prahran,VIC,AU
60.224.80.1,-37.8833,145.2167,3152.0,Wantirna South,VIC,AU
60.224.81.1,-37.85,145.2167,3152.0,Wantirna,VIC,AU
60.224.94.1,-37.8667,145.2833,3155.0,Boronia,VIC,AU
60.224.96.1,-37.819,145.1533,3130.0,Blackburn,VIC,AU
60.224.102.1,-37.8275,145.1739,3131.0,Nunawading,VIC,AU
60.224.106.1,-37.8213,145.2489,3135.0,Ringwood East,VIC,AU
60.224.124.1,-37.8864,145.0025,3185.0,Ripponlea,VIC,AU
60.224.167.1,-37.7333,144.9333,3044.0,Pascoe Vale,VIC,AU
60.225.1.1,-32.3046,115.7421,6169.0,Waikiki,WA,AU
60.225.4.1,-32.0167,115.8333,6153.0,Perth,WA,AU
60.225.11.1,-32.0522,115.8297,6150.0,Winthrop,WA,AU
60.225.13.1,-31.9795,115.9181,6101.0,Carlisle,WA,AU
60.225.16.1,-32.1334,115.9163,6112.0,Piara Waters,WA,AU
60.225.17.1,-32.1833,116.05,6112.0,Bedfordale,WA,AU
60.225.20.1,-32.5431,115.6967,6210.0,Halls Head,WA,AU
60.225.22.1,-32.5498,115.7796,6210.0,Coodanup,WA,AU
60.225.32.1,-31.9958,115.7958,6009.0,Dalkeith,WA,AU
60.225.40.1,-32.1167,116.0167,6111.0,Kelmscott,WA,AU
60.225.57.1,-32.2677,115.7993,6170.0,Leda,WA,AU
60.225.58.1,-32.2301,115.7813,6966.0,Kwinana,WA,AU
60.225.61.1,-32.0409,115.9416,6147.0,Langford,WA,AU
60.225.63.1,-32.0248,115.9599,6107.0,Beckenham,WA,AU
60.225.71.1,-32.0751,115.8661,6149.0,Leeming,WA,AU
60.225.76.1,-32.1735,116.0214,6112.0,Mount Richon,WA,AU
60.225.82.1,-32.0,115.7667,6011.0,Cottesloe,WA,AU
60.225.84.1,-32.0,115.9167,6102.0,Bentley,WA,AU
60.225.95.1,-32.425,115.76100000000001,6174.0,Golden Bay-Singleton,WA,AU
60.225.101.1,-32.2667,115.8333,6170.0,Wellard,WA,AU
60.225.108.1,-32.5522,115.73100000000001,6210.0,Dudley Park,WA,AU
60.225.125.1,-32.0675,115.764,6162.0,White Gum Valley,WA,AU
60.225.126.1,-31.6828,115.7247,6030.0,Clarkson,WA,AU
60.225.127.1,-32.0555,115.8474,6150.0,Murdoch,WA,AU
60.225.129.1,-35.2189,138.5433,5171.0,McLaren Vale,SA,AU
60.225.131.1,-34.9909,138.8257,5242.0,Balhannah,SA,AU
60.225.132.1,-34.955,138.5889,5034.0,Millswood,SA,AU
60.225.146.1,-35.15,138.5167,5163.0,Hackham,SA,AU
60.225.149.1,-34.9944,138.5532,5043.0,Park Holme,SA,AU
60.225.152.1,-35.2833,138.4833,5173.0,Aldinga,SA,AU
60.225.155.1,-35.5105,138.7038,5213.0,Middleton,SA,AU
60.225.164.1,-35.0758,138.5419,5158.0,Trott Park,SA,AU
60.225.167.1,-34.9618,138.6218,5063.0,Highgate,SA,AU
60.225.180.1,-35.1,138.5333,5161.0,Reynella,SA,AU
60.225.196.1,-35.1199,139.2735,5253.0,Murray Bridge,SA,AU
60.225.198.1,-35.1718,138.8359,5153.0,Macclesfield,SA,AU
60.225.218.1,-35.0167,138.7333,5154.0,Aldgate,SA,AU
60.225.232.1,-12.1816,136.7784,881.0,Nhulunbuy,NT,AU
60.225.235.1,-35.5453,138.5896,5211.0,Victor Harbor,SA,AU
60.225.250.1,-12.4803,130.9982,830.0,Farrar,NT,AU
60.225.252.1,-12.4968,130.9934,832.0,Gunn,NT,AU
60.225.255.1,-34.9229,138.7249,5136.0,Norton Summit,SA,AU
60.226.6.1,-27.5322,153.2289,4161.0,Alexandra Hills,QLD,AU
60.226.10.1,-27.4,153.0667,4013.0,Northgate,QLD,AU
60.226.32.1,-27.6833,153.1667,4205.0,Bethania Junction,QLD,AU
60.226.35.1,-27.65,153.15,4127.0,Slacks Creek,QLD,AU
60.226.37.1,-27.6876,153.0844,4132.0,Crestmead,QLD,AU
60.226.38.1,-27.7167,153.2,4207.0,Beenleigh,QLD,AU
60.226.47.1,-27.7027,153.1694,4207.0,Edens Landing,QLD,AU
60.226.50.1,-27.5333,153.05,4121.0,Wellers Hill,QLD,AU
60.226.137.1,-27.1281,153.0524,4510.0,Beachmere,QLD,AU
60.226.138.1,-27.1167,152.8833,4510.0,Upper Caboollure,QLD,AU
60.226.139.1,-27.2034,152.9592,4504.0,Narangba,QLD,AU
60.226.202.1,-27.0861,153.0986,4511.0,Ningi,QLD,AU
60.226.211.1,-28.1,153.45,4220.0,West Burleigh,QLD,AU
60.226.227.1,-27.9377,153.363,4214.0,Gold Coast,QLD,AU
60.226.228.1,-24.8857,152.3318,4670.0,Svensson Heights,QLD,AU
60.226.229.1,-28.0167,153.4,4217.0,Surfers Paradise,QLD,AU
60.227.0.1,-33.2512,151.4763,2259.0,Hamlyn Terrace,NSW,AU
60.227.9.1,-33.6499,150.8526,2765.0,Vineyard,NSW,AU
60.227.12.1,-33.916,150.8999,2168.0,Sadleir,NSW,AU
60.227.13.1,-33.2111,151.5035,2262.0,Blue Haven,NSW,AU
60.227.14.1,-34.0894,150.7966,2560.0,Ambarvale,NSW,AU
60.227.17.1,-33.9874,151.0253,2234.0,Illewong,NSW,AU
60.227.34.1,-33.7907,150.6693,2745.0,Glenmore Park,NSW,AU
60.227.42.1,-33.7823,150.7109,2748.0,Orchard Hills,NSW,AU
60.227.52.1,-34.0083,151.0519,2226.0,Bonnet Bay,NSW,AU
60.227.54.1,-33.9698,150.7968,2179.0,Leppington,NSW,AU
60.227.68.1,-32.9167,151.7833,2295.0,Stockton,NSW,AU
60.227.69.1,-34.45,150.8833,2500.0,Mangerton,NSW,AU
60.227.78.1,-33.8833,151.0167,2143.0,Regents Park,NSW,AU
60.227.79.1,-34.3667,150.9167,2518.0,Bellambi,NSW,AU
60.227.81.1,-34.4404,150.8375,2526.0,Cordeaux Heights,NSW,AU
60.227.88.1,-34.3554,150.8943,2517.0,Woonona,NSW,AU
60.227.90.1,-32.9333,151.5833,2278.0,Barnsley,NSW,AU
60.227.94.1,-33.8936,150.8891,2177.0,Bonnyrigg,NSW,AU
60.227.105.1,-33.0957,151.55200000000002,2264.0,Brightwaters,NSW,AU
60.227.128.1,-33.2723,151.4649,2259.0,Wadalba,NSW,AU
60.227.131.1,-33.9167,151.1833,2044.0,Saint Peters,NSW,AU
60.227.132.1,-33.7206,150.4297,2783.0,Lawson,NSW,AU
60.227.139.1,-33.8897,151.1764,2050.0,Camperdown,NSW,AU
60.227.142.1,-33.692,150.8373,2765.0,Marsden Park,NSW,AU
60.227.145.1,-33.8343,151.1459,2110.0,Hunters Hill,NSW,AU
60.227.146.1,-33.7833,150.9833,2152.0,Northmead,NSW,AU
60.227.149.1,-33.7,151.0,2156.0,Glenhaven,NSW,AU
60.227.152.1,-33.9075,151.2086,2017.0,Zetland,NSW,AU
60.227.165.1,-33.25,151.45,2259.0,Warnervale,NSW,AU
60.227.176.1,-33.8,150.95,2145.0,Pendle Hills,NSW,AU
60.227.185.1,-33.0167,151.7167,2290.0,Redhead,NSW,AU
60.227.190.1,-33.7666,151.1868,2070.0,Lindfield,NSW,AU
60.227.196.1,-34.4356,150.8583,2525.0,Figtree,NSW,AU
60.227.197.1,-33.6156,150.8801,2765.0,Oakville,NSW,AU
60.227.204.1,-33.8167,151.1667,1595.0,Lane Cove,NSW,AU
60.227.206.1,-33.75,151.0,1755.0,Baulkham Hills,NSW,AU
60.227.207.1,-36.0748,146.924,2640.0,Albury,NSW,AU
60.227.212.1,-34.3383,150.9135,2516.0,Bulli,NSW,AU
60.227.218.1,-32.9821,151.6919,2290.0,Gateshead,NSW,AU
60.227.221.1,-33.3537,151.4262,2261.0,Glenning Valley,NSW,AU
60.227.223.1,-32.95,151.6167,2284.0,Boolaroo,NSW,AU
60.227.225.1,-33.9779,150.8631,2565.0,Bardia,NSW,AU
60.227.228.1,-32.95,151.6833,2289.0,Kotara,NSW,AU
60.227.232.1,-31.9116,152.461,,Taree,NSW,AU
60.227.247.1,-33.4167,151.4833,2260.0,Wamberal North,NSW,AU
60.227.252.1,-33.2831,149.1,2800.0,Orange,NSW,AU
60.227.255.1,-33.9587,150.9742,2172.0,Voyager Point,NSW,AU
60.228.9.1,-31.8723,115.7768,6018.0,Karrinyup,WA,AU
60.228.11.1,-31.7544,116.1875,6083.0,Gidgegannup,WA,AU
60.228.33.1,-31.7701,115.8183,6065.0,Hocking,WA,AU
60.228.48.1,-31.9519,116.0276,6057.0,Maida Vale,WA,AU
60.228.58.1,-31.7812,115.8182,6065.0,Pearsall,WA,AU
60.228.68.1,-31.9828,116.0067,6058.0,Forrestfield,WA,AU
60.228.73.1,-31.8716,115.7948,6018.0,Gwelup,WA,AU
60.228.78.1,-32.1243,116.0259,6991.0,Kelmscott,WA,AU
60.228.79.1,-31.8416,115.7569,6020.0,Marmion,WA,AU
60.228.87.1,-32.0205,116.0765,6076.0,Lesmurdie,WA,AU
60.228.92.1,-31.7873,115.7699,6025.0,Kallaroo,WA,AU
60.228.126.1,-31.8104,115.8008,6026.0,Kingsley,WA,AU
60.228.137.1,-31.9363,115.8419,6007.0,Leederville,WA,AU
60.228.141.1,-31.8802,115.8454,6061.0,Nollamara,WA,AU
60.228.158.1,-31.8333,116.0167,6056.0,Herne Hill,WA,AU
60.228.160.1,-31.8877,115.9099,6943.0,Morley,WA,AU
60.228.182.1,-32.0832,115.9661,6110.0,Huntingdale,WA,AU
60.228.184.1,-32.1108,115.9356,6112.0,Harrisdale,WA,AU
60.228.209.1,-31.8526,115.881,6944.0,Malaga,WA,AU
60.228.225.1,-31.9021,116.1676,6073.0,Mundaring,WA,AU
60.228.248.1,-31.8167,116.0333,6056.0,Millendon,WA,AU
60.229.8.1,-34.05,150.7,2335.0,Elderslie,NSW,AU
60.229.12.1,-33.6794,150.2821,2780.0,Medlow Bath,NSW,AU
60.229.18.1,-36.0379,146.9177,2641.0,Lavington,NSW,AU
60.229.33.1,-32.9382,151.7254,2289.0,Adamstown,NSW,AU
60.229.34.1,-32.8937,151.6901,2287.0,Birmingham Gardens,NSW,AU
60.229.35.1,-33.8761,151.1656,2040.0,Lilyfield,NSW,AU
60.229.37.1,-32.9667,151.7167,2290.0,Kahibah,NSW,AU
60.229.42.1,-33.8548,151.1833,2041.0,Birchgrove,NSW,AU
60.229.54.1,-34.0833,151.0167,2233.0,Heathcote,NSW,AU
60.229.62.1,-35.1452,147.3516,2650.0,Tolland,NSW,AU
60.229.78.1,-35.6667,147.0385,2660.0,Culcairn,NSW,AU
60.229.85.1,-33.6043,150.743,2753.0,Hobartville,NSW,AU
60.229.93.1,-33.919000000000004,151.0894,2192.0,Belmore,NSW,AU
60.229.94.1,-34.5339,150.7916,2530.0,Haywards Bay,NSW,AU
60.229.128.1,-33.9833,150.9667,2173.0,Holsworthy,NSW,AU
60.229.138.1,-35.7219,147.3139,2644.0,Holbrook,NSW,AU
60.229.165.1,-32.9955,151.6879,2290.0,Tingira Heights,NSW,AU
60.229.174.1,-35.1667,147.5167,2650.0,Wagga Wagga,NSW,AU
60.229.192.1,-32.8788,151.691,2307.0,Shortland,NSW,AU
60.229.223.1,-34.3052,150.9334,2515.0,Austinmer,NSW,AU
60.229.251.1,-33.6728,150.7752,2765.0,Berkshire Park,NSW,AU
60.229.253.1,-35.7066,150.1754,2536.0,Batemans Bay,NSW,AU
60.229.254.1,-35.0523,150.5865,2540.0,Tomerong,NSW,AU
60.229.255.1,-33.9667,151.05,2210.0,Peakhurst,NSW,AU
60.230.1.1,-34.0044,150.8965,2564.0,Macquarie Fields,NSW,AU
60.230.3.1,-33.1097,151.5323,2264.0,Bonnells Bay,NSW,AU
60.230.11.1,-33.8928,151.2472,2022.0,Queens Park,NSW,AU
60.230.35.1,-35.1873,149.0965,2913.0,Nicholls,ACT,AU
60.230.46.1,-37.9,145.3333,3158.0,Upwey,VIC,AU
60.230.79.1,-27.4655,152.5762,4311.0,Lowood,QLD,AU
60.230.83.1,-35.1991,149.1563,2914.0,Harrison,ACT,AU
60.230.100.1,-35.3224,149.0346,2611.0,Wright,ACT,AU
60.230.108.1,-35.376,149.2328,2620.0,Karabar,NSW,AU
60.230.112.1,-35.2777,149.1183,2601.0,Canberra,ACT,AU
60.230.116.1,-35.1696,149.128,2914.0,Bonner,ACT,AU
60.230.119.1,-34.7515,149.7209,2580.0,Goulburn,NSW,AU
60.230.125.1,-27.2259,152.991,4503.0,Dakabin,QLD,AU
60.230.140.1,-28.8167,153.3167,2480.0,Goonellabah,NSW,AU
60.230.156.1,-26.6957,153.1235,4575.0,Minyama,QLD,AU
60.230.173.1,-27.3824,153.079,4014.0,Brisbane,QLD,AU
60.230.184.1,-37.8,145.65,3797.0,Gladysdale,VIC,AU
60.230.187.1,-37.7833,144.9333,3055.0,Brunswick West,VIC,AU
60.230.188.1,-37.8833,145.0333,3162.0,Caulfield South,VIC,AU
60.230.198.1,-31.7726,116.0727,6069.0,Brigadoon,WA,AU
60.230.201.1,-32.3361,115.7486,6169.0,Warnbro,WA,AU
60.230.206.1,-31.7331,115.7477,6028.0,Currambine,WA,AU
60.230.212.1,-31.95,116.05,6076.0,Gooseberry Hill,WA,AU
60.230.227.1,-32.4059,115.7585,6173.0,Secret Harbour,WA,AU
60.230.233.1,-32.1016,115.8708,6164.0,Jandakot,WA,AU
60.230.238.1,-32.1112,115.8387,6164.0,South Lake,WA,AU
60.231.1.1,-27.7833,152.7167,4306.0,Peak Crossing,QLD,AU
60.231.2.1,-26.4745,152.9514,4562.0,Eumundi,QLD,AU
60.231.4.1,-25.3432,152.5402,4659.0,Burrum Heads,QLD,AU
60.231.5.1,-27.5486,152.8073,4306.0,Karana Downs,QLD,AU
60.231.16.1,-27.3171,153.031,4017.0,Bracken Ridge,QLD,AU
60.231.17.1,-18.2043,142.2446,4871.0,Croydon,QLD,AU
60.231.18.1,-27.4692,153.1858,4179.0,Manly,QLD,AU
60.231.20.1,-28.0859,153.4458,4220.0,Burleigh Heads,QLD,AU
60.231.21.1,-17.8295,146.0965,4852.0,Mission Beach,QLD,AU
60.231.23.1,-27.3333,153.0833,4017.0,Sandgate,QLD,AU
60.231.25.1,-24.1148,148.0885,4722.0,Springsure,QLD,AU
60.231.34.1,-27.7333,153.1667,4207.0,Bahrs Scrub,QLD,AU
60.231.38.1,-19.2757,146.7792,4812.0,Townsville,QLD,AU
60.231.54.1,-24.3959,150.515,4715.0,Biloela,QLD,AU
60.231.56.1,-27.5563,152.934,4074.0,Brisbane,QLD,AU
60.231.59.1,-27.9695,153.1994,4272.0,Tamborine Mountain,QLD,AU
60.231.67.1,-27.1935,153.0263,4508.0,Deception Bay,QLD,AU
60.231.72.1,-33.8333,151.0167,1830.0,Granville,NSW,AU
60.231.75.1,-27.9276,153.1848,4272.0,North Tamborine,QLD,AU
60.231.79.1,-17.6164,145.4869,4888.0,Ravenshoe,QLD,AU
60.231.81.1,-27.65,153.0333,4118.0,Browns Plains,QLD,AU
60.231.82.1,-23.3803,150.506,4700.0,Rockhampton,QLD,AU
60.231.88.1,-28.0121,152.7482,4310.0,Boonah,QLD,AU
60.231.89.1,-27.5127,152.2954,4343.0,Adare,QLD,AU
60.231.101.1,-26.5459,153.0068,4561.0,Valdora,QLD,AU
60.231.102.1,-27.6822,152.6741,4306.0,Willowbank,QLD,AU
60.231.144.1,-27.4679,153.0281,4001.0,Brisbane,QLD,AU
60.231.157.1,-10.5808,142.2196,4875.0,Thursday Island,QLD,AU
60.231.176.1,-41.1665,146.5528,7307.0,Port Sorell,TAS,AU
60.231.177.1,-41.0558,145.9037,7320.0,Burnie,TAS,AU
60.231.179.1,-41.1567,146.5318,7307.0,Shearwater,TAS,AU
60.231.194.1,-13.0505,131.0307,845.0,Batchelor,NT,AU
60.231.252.1,-30.7461,121.4742,6432.0,Boulder,WA,AU
61.9.136.1,-38.2667,145.0167,3934.0,Mount Martha,VIC,AU
61.9.141.1,-37.7,144.9333,3046.0,Glenroy,VIC,AU
61.9.146.1,-37.85,145.2667,3153.0,Bayswater,VIC,AU
61.9.149.1,-37.95,145.0,3191.0,Hampton,VIC,AU
61.9.151.1,-37.8,145.0,3067.0,Abbotsford,VIC,AU
61.9.152.1,-37.6696,144.8868,3049.0,Westmeadows,VIC,AU
61.9.153.1,-37.7769,145.2146,3114.0,Park Orchards,VIC,AU
61.9.154.1,-37.9,145.35,3160.0,Belgrave,VIC,AU
61.9.201.1,-33.8334,151.0473,2128.0,Silverwater,NSW,AU
61.9.202.1,-33.95,151.1167,2207.0,Bexley,NSW,AU
61.9.204.1,-35.315,149.1286,2603.0,Canberra,ACT,AU
61.9.215.1,-27.5833,153.0333,4110.0,Acacia Ridge,QLD,AU
61.9.220.1,-20.4057,148.4881,4800.0,Proserpine,QLD,AU
61.9.221.1,-27.3847,153.0306,4032.0,Chermside West,QLD,AU
61.9.244.1,-32.0389,115.7667,6158.0,East Fremantle,WA,AU
61.9.245.1,-30.64,116.0036,6510.0,Moora,WA,AU
101.103.3.1,-34.9647,138.7618,5144.0,Carey Gully,SA,AU
101.103.38.1,-34.7798,137.8593,5581.0,Port Vincent,SA,AU
101.103.44.1,-34.4014,137.9402,5571.0,Tiddy Widdy Beach,SA,AU
101.103.139.1,-34.0269,138.6852,5451.0,Auburn,SA,AU
101.103.142.1,-34.8662,138.5618,5010.0,Ferryden Park,SA,AU
101.103.147.1,-34.9501,138.6384,5064.0,Glenunga,SA,AU
101.103.151.1,-34.8928,138.5716,5008.0,Ridleyton,SA,AU
101.103.168.1,-35.1035,138.7959,5153.0,Echunga,SA,AU
101.103.170.1,-37.2461,139.8082,5276.0,Robe,SA,AU
101.103.180.1,-34.5833,138.75,5118.0,Willaston,SA,AU
101.103.182.1,-12.5171,130.9836,832.0,Bellamack,NT,AU
101.160.2.1,-37.7,144.7667,3037,Sydenham,VIC,AU
101.160.6.1,-37.8809,144.9855,3184,Elwood,VIC,AU
101.160.16.1,-37.7833,144.9167,3032,Melbourne,VIC,AU
101.160.18.1,-37.8167,145.35,3765,Montrose,VIC,AU
101.160.22.1,-37.7333,145.2667,3115,Wonga Park,VIC,AU
101.160.36.1,-38.1748,144.3428,3216,Belmont,VIC,AU
101.160.38.1,-37.7667,144.9167,3040,Essendon,VIC,AU
101.160.39.1,-38.3,145.1833,3915,Hastings,VIC,AU
101.160.44.1,-37.0563,142.7809,3380,Stawell,VIC,AU
101.160.45.1,-37.8512,144.96200000000002,3206,Middle Park,VIC,AU
101.160.51.1,-38.1833,144.4333,3221,Moolap,VIC,AU
101.160.52.1,-38.0263,145.3069,3805,Narre Warren,VIC,AU
101.160.60.1,-38.1994,145.4908,3981,Koo-Wee-Rup,VIC,AU
101.160.64.1,-38.203,145.2349,3912,Somerville,VIC,AU
101.160.134.1,-37.7833,145.3,3138,Mooroolbark,VIC,AU
101.160.136.1,-37.9667,145.1667,3174,Noble Park,VIC,AU
101.160.146.1,-37.9912,145.1739,3173,Keysborough,VIC,AU
101.160.150.1,-37.9639,145.3629,3804,Narre Warren North,VIC,AU
101.160.151.1,-37.6,145.15,3754,Doreen,VIC,AU
101.160.161.1,-37.7891,145.1749,3111,Donvale,VIC,AU
101.160.165.1,-37.7099,144.7548,3037,Taylors Hill,VIC,AU
101.160.172.1,-38.2143,145.3377,3980,Tooradin,VIC,AU
101.160.175.1,-38.0333,145.25,3976,Hampton Park,VIC,AU
101.160.176.1,-37.4005,144.5841,3441,Mount Macedon,VIC,AU
101.160.180.1,-37.4196,144.5624,3440,Macedon,VIC,AU
101.160.182.1,-38.464,144.1039,3231,Fairhaven,VIC,AU
101.160.183.1,-35.3964,143.4089,3585,Swan Hill,VIC,AU
101.160.208.1,-29.6313,153.0299,2462,Ulmarra,NSW,AU
101.161.13.1,-32.7705,151.3648,2325,Lovedale,NSW,AU
101.161.17.1,-33.1064,151.644,2281,Caves Beach,NSW,AU
101.161.20.1,-33.5626,150.8378,2756,Wilberforce,NSW,AU
101.161.25.1,-33.9332,151.0732,2196,Roselands,NSW,AU
101.161.26.1,-33.7667,150.6167,2773,Glenbrook,NSW,AU
101.161.29.1,-33.8,151.2167,2068,Castlecrag,NSW,AU
101.161.31.1,-33.6785,150.6121,2777,Winmalee,NSW,AU
101.161.33.1,-34.0044,150.7725,2557,Gledswood Hills,NSW,AU
101.161.35.1,-33.8487,151.2162,2061,Kirribilli,NSW,AU
101.161.44.1,-33.7,150.5333,2776,Faulconbridge,NSW,AU
101.161.49.1,-33.95,151.1,2206,Earlwood,NSW,AU
101.161.51.1,-33.8892,150.8514,2171,Cecil Hills,NSW,AU
101.161.54.1,-33.2333,151.3833,2259,Jilliby,NSW,AU
101.161.56.1,-31.1,150.9167,2340,Tamworth,NSW,AU
101.161.60.1,-33.9667,150.9833,2213,Picnic Point,NSW,AU
101.161.61.1,-32.6061,151.6159,2421,Paterson,NSW,AU
101.161.65.1,-36.7113,142.1998,3400,Horsham,VIC,AU
101.161.67.1,-37.7603,144.9502,3055,Melbourne,VIC,AU
101.161.72.1,-37.8846,145.2954,3156,Ferntree Gully,VIC,AU
101.161.101.1,-38.0559,145.2562,3975,Lyndhurst,VIC,AU
101.161.128.1,-33.8941,151.1642,2048,Stanmore,NSW,AU
101.161.130.1,-34.0473,151.1205,2229,Caringbah,NSW,AU
101.161.140.1,-33.7667,150.8333,2766,Rooty Hill,NSW,AU
101.161.144.1,-33.8701,150.8612,2176,Edensor Park,NSW,AU
101.161.149.1,-33.8434,151.1356,2111,Henley,NSW,AU
101.161.156.1,-33.8227,150.9239,2145,Pemulwuy,NSW,AU
101.161.157.1,-33.8344,151.1293,2111,Gladesville,NSW,AU
101.161.175.1,-29.4258,153.2418,2465,Harwood,NSW,AU
101.161.177.1,-28.55,152.0,4377,Maryland,NSW,AU
101.161.178.1,-30.281999999999996,152.61,2453,Dorrigo,NSW,AU
101.161.181.1,-33.95,151.15,2216,Brighton-Le-Sands,NSW,AU
101.161.193.1,-38.3818,142.488,3280,Warrnambool,VIC,AU
101.161.203.1,-36.221,150.1306,2546,Narooma,NSW,AU
101.161.211.1,-28.8419,153.4402,2477,Alstonville,NSW,AU
101.161.215.1,-32.7415,151.8676,2318,Medowie,NSW,AU
101.161.217.1,-33.5812,150.7194,2754,Richmond,NSW,AU
101.161.218.1,-32.6686,151.0454,2330,Singleton,NSW,AU
101.161.223.1,-32.9833,151.7167,2290,Whitebridge,NSW,AU
101.161.226.1,-37.7461,144.7686,3021,Albanvale,VIC,AU
101.161.230.1,-28.596,153.5061,2481,Myocum,NSW,AU
101.161.232.1,-33.2191,151.5525,2262,Halekulani,NSW,AU
101.161.235.1,-34.1699,150.6117,2571,Picton,NSW,AU
101.161.237.1,-34.05,151.1167,2229,Dolans Bay,NSW,AU
101.161.242.1,-34.9,150.6333,2540,Worrigee,NSW,AU
101.161.253.1,-32.9989,151.5802,2283,Blackalls Park,NSW,AU
101.162.12.1,-27.8167,153.3,4209,Pimpama,QLD,AU
101.162.21.1,-26.7227,153.1269,4575,Warana,QLD,AU
101.162.38.1,-27.9476,148.6099,4487,Saint George,QLD,AU
101.162.49.1,-23.9792,151.3011,4680,Wurdong Heights,QLD,AU
101.162.52.1,-27.3725,153.0471,4034,Geebung,QLD,AU
101.162.54.1,-24.0167,151.3167,4680,Benaraby,QLD,AU
101.162.64.1,-16.8992,145.7155,4870,Brinsmead,QLD,AU
101.162.66.1,-19.2506,146.6988,4818,Burdell,QLD,AU
101.162.67.1,-17.0083,145.7221,4869,Cairns,QLD,AU
101.162.68.1,-19.3344,146.6139,4817,Alice River,QLD,AU
